domain,condition,model_seed,arm,evaluation_version,observed_failures,final_failure_probability,rmst,empirical_horizon,supported_horizon,empirical_horizon_01,supported_horizon_01,per_stream_bytes,shared_bytes,execution_status,absorbed_sequences,total_bytes_N1,total_bytes_N16,total_bytes_N128,amortized_bytes_N1,amortized_bytes_N16,amortized_bytes_N128,complete_call_ms_per_group_token,isolated_complete_call_ms_per_group_token,embedded_potentially_contended_ms_per_group_token,primary_timing_kind,diagnostic_loop_seconds,timing_scope
toy,s4_signed_lattice,,NATIVE_FP32,v1-unchanged-finite-nonstochastic,0,0.0,2048.0,2048,2048,2048,,24,4472,,,4496,4856,7544,4496.0,303.5,58.9375,,,,NOT_MEASURED,4.486278409999613,includes gold and descriptive diagnostics; no production throughput claim
learned,learned_s3,2,UNIFORM_14,frozen-learned-primary,512,1.0,240.02734375,128,64,64,,5432,29627,COMPLETE,0,35059,116539,724923,35059.0,7283.6875,5663.4609375,0.17585929785202126,0.17585929785202126,0.17016762402377594,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,2,UNIFORM_15,frozen-learned-primary,512,1.0,239.990234375,128,64,64,,5816,29627,COMPLETE,0,35443,122683,774075,35443.0,7667.6875,6047.4609375,0.17774680664128795,0.17774680664128795,0.18351110693348716,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,2,UNIFORM_16,frozen-learned-primary,512,1.0,239.990234375,128,64,64,,6200,29627,COMPLETE,0,35827,128827,823227,35827.0,8051.6875,6431.4609375,0.1367416669921795,0.1367416669921795,0.14468635546904807,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,2,UNIFORM_2,frozen-learned-primary,512,1.0,11.212890625,,,,,824,29626,NONFINITE_ROWS_ABSORBED,496,30450,42810,135098,30450.0,2675.625,1055.453125,0.10239094384711933,0.10239094384711933,0.10045229687527524,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,2,UNIFORM_3,frozen-learned-primary,512,1.0,84.41796875,32,32,,,1208,29626,COMPLETE,0,30834,48954,184250,30834.0,3059.625,1439.453125,0.11786210009745446,0.11786210009745446,0.11377489599606605,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,2,UNIFORM_4,frozen-learned-primary,512,1.0,185.5078125,64,64,64,,1592,29626,COMPLETE,0,31218,55098,233402,31218.0,3443.625,1823.453125,0.10087827294924523,0.10087827294924523,0.0967178955084691,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,2,UNIFORM_5,frozen-learned-primary,512,1.0,226.484375,128,64,64,,1976,29626,COMPLETE,0,31602,61242,282554,31602.0,3827.625,2207.453125,0.12782190478510813,0.12782190478510813,0.13352136328137476,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,2,UNIFORM_6,frozen-learned-primary,512,1.0,235.453125,128,64,64,,2360,29626,COMPLETE,0,31986,67386,331706,31986.0,4211.625,2591.453125,0.13055169921916132,0.13055169921916132,0.12632702050741074,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,2,UNIFORM_7,frozen-learned-primary,512,1.0,236.35546875,128,64,64,,2744,29626,COMPLETE,0,32370,73530,380858,32370.0,4595.625,2975.453125,0.13135713183576314,0.13135713183576314,0.14494840283241217,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,2,UNIFORM_8,frozen-learned-primary,512,1.0,239.6171875,128,64,64,,3128,29626,COMPLETE,0,32754,79674,430010,32754.0,4979.625,3359.453125,0.09870108056642124,0.09870108056642124,0.09823265527408864,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,2,UNIFORM_9,frozen-learned-primary,512,1.0,239.994140625,128,64,64,,3512,29626,COMPLETE,0,33138,85818,479162,33138.0,5363.625,3743.453125,0.14498675634744274,0.14498675634744274,0.1458948168941987,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
learned,learned_s3,2,UNTRANSPORTED_4_4,frozen-learned-primary,512,1.0,110.998046875,64,32,32,,3176,29936,COMPLETE,0,33112,80752,436464,33112.0,5047.0,3409.875,0.15476406005898724,0.15476406005898724,0.15440668847599426,isolated,,isolated and embedded benchmarks are separate; embedded is not primary cost
